t,velocity
28.000000,12.373969
28.000000,11.525978
28.000000,10.806057
28.000000,10.181802
28.100000,30.000000
28.100000,22.673541
28.100000,18.839027
28.100000,16.416936
28.100000,14.712707
28.100000,13.422763
28.100000,12.395612
28.100000,11.547173
28.100000,10.826853
28.100000,10.202246
28.200000,30.000000
28.200000,22.692052
28.200000,18.861133
28.200000,16.439625
28.200000,14.735175
28.200000,13.444794
28.200000,12.417171
28.200000,11.568290
28.200000,10.847574
28.200000,10.222617
28.300000,30.000000
28.300000,22.710449
28.300000,18.883121
28.300000,16.462205
28.300000,14.757545
28.300000,13.466734
28.300000,12.438648
28.300000,11.589329
28.300000,10.868219
28.300000,10.242917
28.400000,30.000000
28.400000,22.728732
28.400000,18.904992
28.400000,16.484679
28.400000,14.779818
28.400000,13.488586
28.400000,12.460041
28.400000,11.610289
28.400000,10.888791
28.400000,10.263145
28.500000,30.000000
28.500000,22.746903
28.500000,18.926747
28.500000,16.507045
28.500000,14.801995
28.500000,13.510349
28.500000,12.481352
28.500000,11.631173
28.500000,10.909289
28.500000,10.283302
28.600000,30.000000
28.600000,22.764963
28.600000,18.948388
28.600000,16.529307
28.600000,14.824076
28.600000,13.532024
28.600000,12.502582
28.600000,11.651979
28.600000,10.929714
28.600000,10.303389
28.700000,30.000000
28.700000,22.782914
28.700000,18.969915
28.700000,16.551464
28.700000,14.846061
28.700000,13.553612
28.700000,12.523731
28.700000,11.672710
28.700000,10.950065
28.700000,10.323406
28.800000,30.000000
28.800000,22.800756
28.800000,18.991329
28.800000,16.573517
28.800000,14.867953
28.800000,13.575114
28.800000,12.544799
28.800000,11.693364
28.800000,10.970345
28.800000,10.343353
28.900000,30.000000
28.900000,22.818491
28.900000,19.012633
28.900000,16.595467
28.900000,14.889751
28.900000,13.596530
28.900000,12.565788
28.900000,11.713943
28.900000,10.990553
28.900000,10.363231
29.000000,30.000000
29.000000,22.836119
29.000000,19.033826
29.000000,16.617316
29.000000,14.911455
29.000000,13.617860
29.000000,12.586696
29.000000,11.734447
29.000000,11.010689
29.000000,10.383040
29.100000,30.000000
29.100000,22.853643
29.100000,19.054910
29.100000,16.639063
29.100000,14.933068
29.100000,13.639106
29.100000,12.607526
29.100000,11.754876
29.100000,11.030754
29.100000,10.402780
29.200000,30.000000
29.200000,22.871063
29.200000,19.075885
29.200000,16.660710
29.200000,14.954589
29.200000,13.660267
29.200000,12.628278
29.200000,11.775232
29.200000,11.050748
29.200000,10.422453
29.300000,30.000000
29.300000,22.888381
29.300000,19.096753
29.300000,16.682257
29.300000,14.976019
29.300000,13.681345
29.300000,12.648951
29.300000,11.795514
29.300000,11.070673
29.300000,10.442058
29.400000,30.000000
29.400000,22.905597
29.400000,19.117516
29.400000,16.703706
29.400000,14.997359
29.400000,13.702339
29.400000,12.669547
29.400000,11.815723
29.400000,11.090527
29.400000,10.461596
29.500000,30.000000
29.500000,22.922712
29.500000,19.138172
29.500000,16.725057
29.500000,15.018609
29.500000,13.723251
29.500000,12.690067
29.500000,11.835859
29.500000,11.110313
29.500000,10.481068
29.600000,30.000000
29.600000,22.939728
29.600000,19.158725
29.600000,16.746311
29.600000,15.039770
29.600000,13.744081
29.600000,12.710509
29.600000,11.855923
29.600000,11.130029
29.600000,10.500473
29.700000,30.000000
29.700000,22.956646
29.700000,19.179174
29.700000,16.767468
29.700000,15.060843
29.700000,13.764830
29.700000,12.730876
29.700000,11.875916
29.700000,11.149677
29.700000,10.519812
29.800000,30.000000
29.800000,22.973466
29.800000,19.199521
29.800000,16.788531
29.800000,15.081828
29.800000,13.785498
29.800000,12.751167
29.800000,11.895837
29.800000,11.169257
29.800000,10.539086
29.900000,30.000000
29.900000,22.990190
29.900000,19.219767
29.900000,16.809498
29.900000,15.102726
29.900000,13.806085
29.900000,12.771384
29.900000,11.915687
29.900000,11.188770
29.900000,10.558294
30.000000,30.000000
30.000000,23.006819
30.000000,19.239912
30.000000,16.830371
30.000000,15.123538
30.000000,13.826593
30.000000,12.791525
30.000000,11.935467
30.000000,11.208215
30.000000,10.577438
30.100000,30.000000
30.100000,23.023353
30.100000,19.259958
30.100000,16.851152
30.100000,15.144264
30.100000,13.847021
30.100000,12.811593
30.100000,11.955177
30.100000,11.227593
30.100000,10.596518
30.200000,30.000000
30.200000,23.039795
30.200000,19.279904
30.200000,16.871839
30.200000,15.164905
30.200000,13.867371
30.200000,12.831587
30.200000,11.974817
30.200000,11.246905
30.200000,10.615533
30.300000,30.000000
30.300000,23.056143
30.300000,19.299753
30.300000,16.892435
30.300000,15.185462
30.300000,13.887642
30.300000,12.851508
30.300000,11.994388
30.300000,11.266151
30.300000,10.634485
30.400000,30.000000
30.400000,23.072401
30.400000,19.319506
30.400000,16.912940
30.400000,15.205934
30.400000,13.907836
30.400000,12.871356
30.400000,12.013891
30.400000,11.285331
30.400000,10.653374
30.500000,30.000000
30.500000,23.088567
30.500000,19.339162
30.500000,16.933355
30.500000,15.226323
30.500000,13.927952
30.500000,12.891132
30.500000,12.033325
30.500000,11.304446
30.500000,10.672200
30.600000,30.000000
30.600000,23.104645
30.600000,19.358722
30.600000,16.953680
30.600000,15.246630
30.600000,13.947992
30.600000,12.910836
30.600000,12.052691
30.600000,11.323496
30.600000,10.690964
30.700000,30.000000
30.700000,23.120633
30.700000,19.378189
30.700000,16.973916
30.700000,15.266854
30.700000,13.967955
30.700000,12.930469
30.700000,12.071990
30.700000,11.342482
30.700000,10.709665
30.800000,30.000000
30.800000,23.136534
30.800000,19.397562
30.800000,16.994065
30.800000,15.286997
30.800000,13.987843
30.800000,12.950032
30.800000,12.091222
30.800000,11.361404
30.800000,10.728305
30.900000,30.000000
30.900000,23.152348
30.900000,19.416842
30.900000,17.014125
30.900000,15.307059
30.900000,14.007656
30.900000,12.969523
30.900000,12.110387
30.900000,11.380262
30.900000,10.746883
31.000000,30.000000
31.000000,23.168075
31.000000,19.436031
31.000000,17.034099
31.000000,15.327040
31.000000,14.027394
31.000000,12.988945
31.000000,12.129485
31.000000,11.399056
31.000000,10.765401
31.100000,30.000000
31.100000,23.183718
31.100000,19.455128
31.100000,17.053987
31.100000,15.346942
31.100000,14.047058
31.100000,13.008297
31.100000,12.148518
31.100000,11.417788
31.100000,10.783857
31.200000,30.000000
31.200000,23.199276
31.200000,19.474135
31.200000,17.073789
31.200000,15.366764
31.200000,14.066648
31.200000,13.027580
31.200000,12.167486
31.200000,11.436457
31.200000,10.802254
31.300000,30.000000
31.300000,23.214751
31.300000,19.493052
31.300000,17.093507
31.300000,15.386508
31.300000,14.086165
31.300000,13.046794
31.300000,12.186388
31.300000,11.455064
31.300000,10.820590
31.400000,30.000000
31.400000,23.230142
31.400000,19.511881
31.400000,17.113140
31.400000,15.406173
31.400000,14.105609
31.400000,13.065940
31.400000,12.205226
31.400000,11.473609
31.400000,10.838867
31.500000,30.000000
31.500000,23.245452
31.500000,19.530622
31.500000,17.132690
31.500000,15.425761
31.500000,14.124981
31.500000,13.085018
31.500000,12.224000
31.500000,11.492093
31.500000,10.857085
31.600000,30.000000
31.600000,23.260681
31.600000,19.549276
31.600000,17.152158
31.600000,15.445272
31.600000,14.144281
31.600000,13.104029
31.600000,12.242709
31.600000,11.510515
31.600000,10.875244
31.700000,30.000000
31.700000,23.275829
31.700000,19.567843
31.700000,17.171542
31.700000,15.464706
31.700000,14.163510
31.700000,13.122973
31.700000,12.261355
31.700000,11.528877
31.700000,10.893344
31.800000,30.000000
31.800000,23.290898
31.800000,19.586324
31.800000,17.190846
31.800000,15.484065
31.800000,14.182668
31.800000,13.141850
31.800000,12.279938
31.800000,11.547178
31.800000,10.911386
31.900000,30.000000
31.900000,23.305888
31.900000,19.604720
31.900000,17.210068
31.900000,15.503347
31.900000,14.201755
31.900000,13.160661
31.900000,12.298458
31.900000,11.565420
31.900000,10.929370
32.000000,30.000000
32.000000,23.320800
32.000000,19.623032
32.000000,17.229210
32.000000,15.522555
32.000000,14.220773
32.000000,13.179406
32.000000,12.316915
32.000000,11.583601
32.000000,10.947297
32.100000,30.000000
32.100000,23.335634
32.100000,19.641261
32.100000,17.248273
32.100000,15.541689
32.100000,14.239721
32.100000,13.198086
32.100000,12.335311
32.100000,11.601723
32.100000,10.965166
32.200000,30.000000
32.200000,23.350392
32.200000,19.659406
32.200000,17.267256
32.200000,15.560748
32.200000,14.258600
32.200000,13.216700
32.200000,12.353645
32.200000,11.619786
32.200000,10.982979
32.300000,30.000000
32.300000,23.365074
32.300000,19.677469
32.300000,17.286161
32.300000,15.579735
32.300000,14.277410
32.300000,13.235251
32.300000,12.371917
32.300000,11.637791
32.300000,11.000735
32.400000,30.000000
32.400000,23.379681
32.400000,19.695451
32.400000,17.304988
32.400000,15.598648
32.400000,14.296152
32.400000,13.253736
32.400000,12.390129
32.400000,11.655737
32.400000,11.018434
32.500000,30.000000
32.500000,23.394213
32.500000,19.713352
32.500000,17.323737
32.500000,15.617489
32.500000,14.314827
32.500000,13.272159
32.500000,12.408280
32.500000,11.673625
32.500000,11.036078
32.600000,30.000000
32.600000,23.408671
32.600000,19.731173
32.600000,17.342410
32.600000,15.636258
32.600000,14.333434
32.600000,13.290517
32.600000,12.426371
32.600000,11.691455
32.600000,11.053666
32.700000,30.000000
32.700000,23.423057
32.700000,19.748914
32.700000,17.361006
32.700000,15.654955
32.700000,14.351974
32.700000,13.308813
32.700000,12.444401
32.700000,11.709228
32.700000,11.071199
32.800000,30.000000
32.800000,23.437369
32.800000,19.766576
32.800000,17.379527
32.800000,15.673582
32.800000,14.370447
32.800000,13.327046
32.800000,12.462373
32.800000,11.726944
32.800000,11.088676
32.900000,30.000000
32.900000,23.451610
32.900000,19.784160
32.900000,17.397973
32.900000,15.692138
32.900000,14.388855
32.900000,13.345216
32.900000,12.480285
32.900000,11.744603
32.900000,11.106099
33.000000,30.000000
33.000000,23.465780
33.000000,19.801667
33.000000,17.416344
33.000000,15.710624
33.000000,14.407197
33.000000,13.363325
33.000000,12.498138
33.000000,11.762206
33.000000,11.123468
33.100000,30.000000
33.100000,23.479879
33.100000,19.819096
33.100000,17.434641
33.100000,15.729041
33.100000,14.425474
33.100000,13.381372
33.100000,12.515932
33.100000,11.779753
33.100000,11.140783
33.200000,30.000000
33.200000,23.493909
33.200000,19.836450
33.200000,17.452865
33.200000,15.747389
33.200000,14.443686
33.200000,13.399358
33.200000,12.533669
33.200000,11.797244
33.200000,11.158043
33.300000,30.000000
33.300000,23.507869
33.300000,19.853727
33.300000,17.471016
33.300000,15.765668
33.300000,14.461833
33.300000,13.417283
33.300000,12.551347
33.300000,11.814679
33.300000,11.175251
33.400000,30.000000
33.400000,23.521760
33.400000,19.870929
33.400000,17.489095
33.400000,15.783879
33.400000,14.479917
33.400000,13.435148
33.400000,12.568968
33.400000,11.832059
33.400000,11.192405
33.500000,30.000000
33.500000,23.535583
33.500000,19.888057
33.500000,17.507101
33.500000,15.802023
33.500000,14.497937
33.500000,13.452953
33.500000,12.586532
33.500000,11.849385
33.500000,11.209506
33.600000,30.000000
33.600000,23.549339
33.600000,19.905111
33.600000,17.525037
33.600000,15.820099
33.600000,14.515894
33.600000,13.470697
33.600000,12.604039
33.600000,11.866656
33.600000,11.226554
33.700000,30.000000
33.700000,23.563028
33.700000,19.922092
33.700000,17.542901
33.700000,15.838108
33.700000,14.533787
33.700000,13.488383
33.700000,12.621489
33.700000,11.883873
33.700000,11.243550
33.800000,30.000000
33.800000,23.576651
33.800000,19.938999
33.800000,17.560696
33.800000,15.856051
33.800000,14.551619
33.800000,13.506009
33.800000,12.638884
33.800000,11.901036
33.800000,11.260495
33.900000,30.000000
33.900000,23.590208
33.900000,19.955835
33.900000,17.578420
33.900000,15.873929
33.900000,14.569389
33.900000,13.523577
33.900000,12.656222
33.900000,11.918145
33.900000,11.277387
34.000000,30.000000
34.000000,23.603700
34.000000,19.972599
34.000000,17.596075
34.000000,15.891741
34.000000,14.587096
34.000000,13.541086
34.000000,12.673505
34.000000,11.935201
34.000000,11.294228
34.100000,30.000000
34.100000,23.617127
34.100000,19.989292
34.100000,17.613662
34.100000,15.909488
34.100000,14.604743
34.100000,13.558538
34.100000,12.690732
34.100000,11.952204
34.100000,11.311018
34.200000,30.000000
34.200000,23.630491
34.200000,20.005914
34.200000,17.631180
34.200000,15.927170
34.200000,14.622329
34.200000,13.575931
34.200000,12.707904
34.200000,11.969154
34.200000,11.327757
34.300000,30.000000
34.300000,23.643791
34.300000,20.022467
34.300000,17.648630
34.300000,15.944788
34.300000,14.639854
34.300000,13.593268
34.300000,12.725022
34.300000,11.986052
34.300000,11.344445
34.400000,30.000000
34.400000,23.657028
34.400000,20.038949
34.400000,17.666013
34.400000,15.962343
34.400000,14.657319
34.400000,13.610547
34.400000,12.742086
34.400000,12.002897
34.400000,11.361083
34.500000,30.000000
34.500000,23.670202
34.500000,20.055364
34.500000,17.683329
34.500000,15.979834
34.500000,14.674724
34.500000,13.627770
34.500000,12.759095
34.500000,12.019691
34.500000,11.377671
34.600000,30.000000
34.600000,23.683315
34.600000,20.071709
34.600000,17.700579
34.600000,15.997262
34.600000,14.692070
34.600000,13.644936
34.600000,12.776051
34.600000,12.036433
34.600000,11.394208
34.700000,30.000000
34.700000,23.696367
34.700000,20.087987
34.700000,17.717762
34.700000,16.014628
34.700000,14.709357
34.700000,13.662047
34.700000,12.792953
34.700000,12.053124
34.700000,11.410697
34.800000,30.000000
34.800000,23.709357
34.800000,20.104198
34.800000,17.734881
34.800000,16.031931
34.800000,14.726585
34.800000,13.679101
34.800000,12.809802
34.800000,12.069764
34.800000,11.427136
34.900000,30.000000
34.900000,23.722288
34.900000,20.120341
34.900000,17.751934
34.900000,16.049173
34.900000,14.743755
34.900000,13.696101
34.900000,12.826599
34.900000,12.086353
34.900000,11.443526
35.000000,30.000000
35.000000,23.735158
35.000000,20.136419
35.000000,17.768923
35.000000,16.066354
35.000000,14.760867
35.000000,13.713045
35.000000,12.843342
35.000000,12.102891
35.000000,11.459867
35.100000,30.000000
35.100000,23.747969
35.100000,20.152430
35.100000,17.785847
35.100000,16.083474
35.100000,14.777921
35.100000,13.729935
35.100000,12.860034
35.100000,12.119380
35.100000,11.476160
35.200000,30.000000
35.200000,23.760722
35.200000,20.168377
35.200000,17.802708
35.200000,16.100533
35.200000,14.794918
35.200000,13.746770
35.200000,12.876673
35.200000,12.135818
35.200000,11.492405
35.300000,30.000000
35.300000,23.773416
35.300000,20.184258
35.300000,17.819506
35.300000,16.117533
35.300000,14.811858
35.300000,13.763551
35.300000,12.893261
35.300000,12.152207
35.300000,11.508602
35.400000,30.000000
35.400000,23.786052
35.400000,20.200075
35.400000,17.836241
35.400000,16.134472
35.400000,14.828742
35.400000,13.780278
35.400000,12.909798
35.400000,12.168547
35.400000,11.524751
35.500000,30.000000
35.500000,23.798631
35.500000,20.215829
35.500000,17.852913
35.500000,16.151353
35.500000,14.845569
35.500000,13.796952
35.500000,12.926283
35.500000,12.184837
35.500000,11.540852
35.600000,30.000000
35.600000,23.811153
35.600000,20.231519
35.600000,17.869524
35.600000,16.168174
35.600000,14.862340
35.600000,13.813573
35.600000,12.942718
35.600000,12.201078
35.600000,11.556906
35.700000,30.000000
35.700000,23.823619
35.700000,20.247146
35.700000,17.886073
35.700000,16.184936
35.700000,14.879056
35.700000,13.830141
35.700000,12.959102
35.700000,12.217271
35.700000,11.572913
35.800000,30.000000
35.800000,23.836029
35.800000,20.262710
35.800000,17.902561
35.800000,16.201641
35.800000,14.895716
35.800000,13.846656
35.800000,12.975435
35.800000,12.233416
35.800000,11.588874
35.900000,30.000000
35.900000,23.848383
35.900000,20.278213
35.900000,17.918988
35.900000,16.218288
35.900000,14.912322
35.900000,13.863119
35.900000,12.991719
35.900000,12.249512
35.900000,11.604788
36.000000,30.000000
36.000000,23.860682
36.000000,20.293654
36.000000,17.935355
36.000000,16.234877
36.000000,14.928873
36.000000,13.879530
36.000000,13.007953
36.000000,12.265561
36.000000,11.620656
36.100000,30.000000
36.100000,23.872926
36.100000,20.309034
36.100000,17.951662
36.100000,16.251409
36.100000,14.945370
36.100000,13.895889
36.100000,13.024138
36.100000,12.281562
36.100000,11.636478
36.200000,30.000000
36.200000,23.885116
36.200000,20.324353
36.200000,17.967910
36.200000,16.267884
36.200000,14.961812
36.200000,13.912197
36.200000,13.040273
36.200000,12.297516
36.200000,11.652254
36.300000,30.000000
36.300000,23.897253
36.300000,20.339612
36.300000,17.984099
36.300000,16.284303
36.300000,14.978201
36.300000,13.928454
36.300000,13.056360
36.300000,12.313422
36.300000,11.667984
36.400000,30.000000
36.400000,23.909336
36.400000,20.354811
36.400000,18.000229
36.400000,16.300665
36.400000,14.994537
36.400000,13.944660
36.400000,13.072398
36.400000,12.329282
36.400000,11.683669
36.500000,30.000000
36.500000,23.921366
36.500000,20.369951
36.500000,18.016300
36.500000,16.316973
36.500000,15.010820
36.500000,13.960816
36.500000,13.088387
36.500000,12.345095
36.500000,11.699310
36.600000,30.000000
36.600000,23.933343
36.600000,20.385033
36.600000,18.032314
36.600000,16.333224
36.600000,15.027050
36.600000,13.976921
36.600000,13.104328
36.600000,12.360862
36.600000,11.714905
36.700000,30.000000
36.700000,23.945269
36.700000,20.400055
36.700000,18.048271
36.700000,16.349421
36.700000,15.043228
36.700000,13.992977
36.700000,13.120222
36.700000,12.376583
36.700000,11.730456
36.800000,30.000000
36.800000,23.957142
36.800000,20.415020
36.800000,18.064170
36.800000,16.365563
36.800000,15.059354
36.800000,14.008982
36.800000,13.136068
36.800000,12.392258
36.800000,11.745962
36.900000,30.000000
36.900000,23.968965
36.900000,20.429926
36.900000,18.080012
36.900000,16.381651
36.900000,15.075428
36.900000,14.024938
36.900000,13.151866
36.900000,12.407888
36.900000,11.761425
37.000000,30.000000
37.000000,23.980736
37.000000,20.444776
37.000000,18.095798
37.000000,16.397684
37.000000,15.091450
37.000000,14.040846
37.000000,13.167618
37.000000,12.423472
37.000000,11.776843
37.100000,30.000000
37.100000,23.992457
37.100000,20.459569
37.100000,18.111528
37.100000,16.413664
37.100000,15.107421
37.100000,14.056704
37.100000,13.183322
37.100000,12.439011
37.100000,11.792218
37.200000,30.000000
37.200000,24.004128
37.200000,20.474305
37.200000,18.127203
37.200000,16.429591
37.200000,15.123342
37.200000,14.072513
37.200000,13.198980
37.200000,12.454505
37.200000,11.807549
37.300000,30.000000
37.300000,24.015749
37.300000,20.488985
37.300000,18.142822
37.300000,16.445465
37.300000,15.139212
37.300000,14.088275
37.300000,13.214592
37.300000,12.469954
37.300000,11.822837
37.400000,30.000000
37.400000,24.027321
37.400000,20.503610
37.400000,18.158386
37.400000,16.461285
37.400000,15.155031
37.400000,14.103988
37.400000,13.230158
37.400000,12.485359
37.400000,11.838082
37.500000,30.000000
37.500000,24.038844
37.500000,20.518179
37.500000,18.173896
37.500000,16.477054
37.500000,15.170801
37.500000,14.119654
37.500000,13.245677
37.500000,12.500720
37.500000,11.853284
37.600000,30.000000
37.600000,24.050318
37.600000,20.532693
37.600000,18.189351
37.600000,16.492770
37.600000,15.186521
37.600000,14.135272
37.600000,13.261151
37.600000,12.516037
37.600000,11.868444
37.700000,30.000000
37.700000,24.061744
37.700000,20.547153
37.700000,18.204753
37.700000,16.508435
37.700000,15.202191
37.700000,14.150842
37.700000,13.276580
37.700000,12.531310
37.700000,11.883561
37.800000,30.000000
37.800000,24.073122
37.800000,20.561559
37.800000,18.220101
37.800000,16.524049
37.800000,15.217812
37.800000,14.166366
37.800000,13.291964
37.800000,12.546540
37.800000,11.898636
37.900000,30.000000
37.900000,24.084452
37.900000,20.575911
37.900000,18.235396
37.900000,16.539611
37.900000,15.233385
37.900000,14.181843
37.900000,13.307302
37.900000,12.561726
37.900000,11.913670
38.000000,30.000000
38.000000,24.095735
38.000000,20.590210
38.000000,18.250638
38.000000,16.555122
38.000000,15.248908
38.000000,14.197273
38.000000,13.322597
38.000000,12.576869
38.000000,11.928661
38.100000,30.000000
38.100000,24.106972
38.100000,20.604455
38.100000,18.265827
38.100000,16.570583
38.100000,15.264384
38.100000,14.212658
38.100000,13.337846
38.100000,12.591969
38.100000,11.943611
38.200000,30.000000
38.200000,24.118162
38.200000,20.618648
38.200000,18.280965
38.200000,16.585994
38.200000,15.279811
38.200000,14.227996
38.200000,13.353052
38.200000,12.607027
38.200000,11.958520
38.300000,30.000000
38.300000,24.129305
38.300000,20.632789
38.300000,18.296050
38.300000,16.601354
38.300000,15.295191
38.300000,14.243288
38.300000,13.368213
38.300000,12.622043
38.300000,11.973388
38.400000,30.000000
38.400000,24.140403
38.400000,20.646877
38.400000,18.311084
38.400000,16.616666
38.400000,15.310523
38.400000,14.258535
38.400000,13.383331
38.400000,12.637016
38.400000,11.988214
38.500000,30.000000
38.500000,24.151456
38.500000,20.660914
38.500000,18.326067
38.500000,16.631927
38.500000,15.325808
38.500000,14.273737
38.500000,13.398405
38.500000,12.651947
38.500000,12.003000
38.600000,30.000000
38.600000,24.162463
38.600000,20.674900
38.600000,18.340999
38.600000,16.647140
38.600000,15.341046
38.600000,14.288894
38.600000,13.413436
38.600000,12.666836
38.600000,12.017746
38.700000,30.000000
38.700000,24.173426
38.700000,20.688835
38.700000,18.355881
38.700000,16.662304
38.700000,15.356238
38.700000,14.304006
38.700000,13.428424
38.700000,12.681684
38.700000,12.032451
38.800000,30.000000
38.800000,24.184344
38.800000,20.702719
38.800000,18.370712
38.800000,16.677420
38.800000,15.371383
38.800000,14.319073
38.800000,13.443369
38.800000,12.696490
38.800000,12.047116
38.900000,30.000000
38.900000,24.195218
38.900000,20.716553
38.900000,18.385493
38.900000,16.692487
38.900000,15.386481
38.900000,14.334096
38.900000,13.458272
38.900000,12.711256
38.900000,12.061741
39.000000,30.000000
39.000000,24.206048
39.000000,20.730337
39.000000,18.400225
39.000000,16.707507
39.000000,15.401534
39.000000,14.349075
39.000000,13.473132
39.000000,12.725980
39.000000,12.076327
39.100000,30.000000
39.100000,24.216835
39.100000,20.744072
39.100000,18.414908
39.100000,16.722479
39.100000,15.416541
39.100000,14.364010
39.100000,13.487950
39.100000,12.740664
39.100000,12.090873
39.200000,30.000000
39.200000,24.227578
39.200000,20.757757
39.200000,18.429541
39.200000,16.737403
39.200000,15.431503
39.200000,14.378902
39.200000,13.502726
39.200000,12.755307
39.200000,12.105380
39.300000,30.000000
39.300000,24.238279
39.300000,20.771394
39.300000,18.444126
39.300000,16.752281
39.300000,15.446420
39.300000,14.393750
39.300000,13.517460
39.300000,12.769910
39.300000,12.119848
39.400000,30.000000
39.400000,24.248936
39.400000,20.784982
39.400000,18.458662
39.400000,16.767112
39.400000,15.461291
39.400000,14.408555
39.400000,13.532153
39.400000,12.784472
39.400000,12.134276
39.500000,30.000000
39.500000,24.259552
39.500000,20.798521
39.500000,18.473151
39.500000,16.781896
39.500000,15.476118
39.500000,14.423318
39.500000,13.546804
39.500000,12.798995
39.500000,12.148666
39.600000,30.000000
39.600000,24.270125
39.600000,20.812013
39.600000,18.487591
39.600000,16.796634
39.600000,15.490901
39.600000,14.438037
39.600000,13.561414
39.600000,12.813478
39.600000,12.163018
39.700000,30.000000
39.700000,24.280657
39.700000,20.825457
39.700000,18.501984
39.700000,16.811326
39.700000,15.505639
39.700000,14.452714
39.700000,13.575984
39.700000,12.827922
39.700000,12.177331
39.800000,30.000000
39.800000,24.291148
39.800000,20.838853
39.800000,18.516330
39.800000,16.825973
39.800000,15.520334
39.800000,14.467349
39.800000,13.590513
39.800000,12.842326
39.800000,12.191606
39.900000,30.000000
39.900000,24.301597
39.900000,20.852203
39.900000,18.530629
39.900000,16.840574
39.900000,15.534984
39.900000,14.481942
39.900000,13.605001
39.900000,12.856691
39.900000,12.205843
40.000000,30.000000
40.000000,24.312006
40.000000,20.865506
40.000000,18.544882
40.000000,16.855129
40.000000,15.549592
40.000000,14.496493
40.000000,13.619449
40.000000,12.871017
40.000000,12.220042
40.100000,30.000000
40.100000,24.322373
40.100000,20.878762
40.100000,18.559087
40.100000,16.869640
40.100000,15.564156
40.100000,14.511003
40.100000,13.633857
40.100000,12.885304
40.100000,12.234204
40.200000,30.000000
40.200000,24.332701
40.200000,20.891972
40.200000,18.573247
40.200000,16.884107
40.200000,15.578677
40.200000,14.525471
40.200000,13.648225
40.200000,12.899553
40.200000,12.248328
40.300000,30.000000
40.300000,24.342989
40.300000,20.905137
40.300000,18.587361
40.300000,16.898528
40.300000,15.593155
40.300000,14.539898
40.300000,13.662553
40.300000,12.913763
40.300000,12.262415
40.400000,30.000000
40.400000,24.353237
40.400000,20.918255
40.400000,18.601430
40.400000,16.912906
40.400000,15.607591
40.400000,14.554284
40.400000,13.676842
40.400000,12.927935
40.400000,12.276465
40.500000,30.000000
40.500000,24.363445
40.500000,20.931329
40.500000,18.615453
40.500000,16.927240
40.500000,15.621985
40.500000,14.568630
40.500000,13.691092
40.500000,12.942070
40.500000,12.290477
40.600000,30.000000
40.600000,24.373614
40.600000,20.944358
40.600000,18.629431
40.600000,16.941530
40.600000,15.636336
40.600000,14.582935
40.600000,13.705302
40.600000,12.956166
40.600000,12.304454
40.700000,30.000000
40.700000,24.383745
40.700000,20.957342
40.700000,18.643365
40.700000,16.955776
40.700000,15.650646
40.700000,14.597200
40.700000,13.719474
40.700000,12.970225
40.700000,12.318393
40.800000,30.000000
40.800000,24.393837
40.800000,20.970281
40.800000,18.657254
40.800000,16.969980
40.800000,15.664914
40.800000,14.611424
40.800000,13.733607
40.800000,12.984246
40.800000,12.332297
40.900000,30.000000
40.900000,24.403890
40.900000,20.983177
40.900000,18.671099
40.900000,16.984140
40.900000,15.679141
40.900000,14.625609
40.900000,13.747702
40.900000,12.998230
40.900000,12.346164
41.000000,30.000000
41.000000,24.413905
41.000000,20.996028
41.000000,18.684900
41.000000,16.998258
41.000000,15.693326
41.000000,14.639754
41.000000,13.761758
41.000000,13.012177
41.000000,12.359995
41.100000,30.000000
41.100000,24.423882
41.100000,21.008836
41.100000,18.698657
41.100000,17.012333
41.100000,15.707471
41.100000,14.653860
41.100000,13.775776
41.100000,13.026087
41.100000,12.373790
41.200000,30.000000
41.200000,24.433822
41.200000,21.021601
41.200000,18.712371
41.200000,17.026367
41.200000,15.721574
41.200000,14.667926
41.200000,13.789756
41.200000,13.039961
41.200000,12.387549
41.300000,30.000000
41.300000,24.443725
41.300000,21.034323
41.300000,18.726042
41.300000,17.040358
41.300000,15.735638
41.300000,14.681953
41.300000,13.803699
41.300000,13.053797
41.300000,12.401274
41.400000,30.000000
41.400000,24.453590
41.400000,21.047001
41.400000,18.739670
41.400000,17.054307
41.400000,15.749661
41.400000,14.695942
41.400000,13.817604
41.400000,13.067598
41.400000,12.414962
41.500000,30.000000
41.500000,24.463418
41.500000,21.059638
41.500000,18.753255
41.500000,17.068215
41.500000,15.763644
41.500000,14.709891
41.500000,13.831471
41.500000,13.081362
41.500000,12.428616
41.600000,30.000000
41.600000,24.473210
41.600000,21.072232
41.600000,18.766798
41.600000,17.082082
41.600000,15.777587
41.600000,14.723803
41.600000,13.845302
41.600000,13.095090
41.600000,12.442234
41.700000,30.000000
41.700000,24.482965
41.700000,21.084784
41.700000,18.780298
41.700000,17.095907
41.700000,15.791490
41.700000,14.737676
41.700000,13.859095
41.700000,13.108783
41.700000,12.455818
41.800000,30.000000
41.800000,24.492684
41.800000,21.097295
41.800000,18.793757
41.800000,17.109692
41.800000,15.805354
41.800000,14.751510
41.800000,13.872852
41.800000,13.122439
41.800000,12.469367
41.900000,30.000000
41.900000,24.502368
41.900000,21.109764
41.900000,18.807174
41.900000,17.123436
41.900000,15.819179
41.900000,14.765307
41.900000,13.886572
41.900000,13.136060
41.900000,12.482881
42.000000,30.000000
42.000000,24.512015
42.000000,21.122191
42.000000,18.820549
42.000000,17.137140
